Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Class
T72270,2023-13-01,C4881,Smartphone,633.0,552.3388094144484,Cash,Completed,0
T97317,2025-02-30,C3776,Headphones,-9.0,982.9781961305224,creditcard,0,1
T91341,2024-01-31,C2313,Coffee Machine,-10.0,0.0,PayPal ,0,0
T99433,2025-02-30,C674,H,997.0,514.723778159368,Credit Card,Completed,1
T96992,2023-13-01,C3523,Tablet,-3.0,510.8939963008299,pay pal,completed,0
T94189,2023-13-01,C2042,Headphones,-7.0,145.37665860448473,PayPal ,Failed,1
T0897,2021-12-10,C314,Headphones,659.0,0.0,PayPal ,Pending,0
T67302,2025-02-30,C3536,Smartphone,8.0,85.98898915442771,PayPal,Failed,1
T53922,2024-12-27,C1739,Tablet,-4.0,0.0,pay pal,Pending,0
T97621,2023-13-01,0,Coffee Machine,1.0,349.2,PayPal,completed,0
T21378,0,C018,Coffee Machine,-7.0,958.3950284510676,creditcard,completed,1
T16541,2023-13-01,C4207,Smartphone,853.0,789.990877590019,creditcard,complete,1
T81012,2020-01-21,C073,Coffee Machine,898.0,0.0,PayPal ,0,1
T41409,2021-01-05,C533,Tablet,110.0,252.47822853196828,credit card,Pending,0
T92612,2020-02-27,C839,Headphones,-10.0,0.0,Credit Card,completed,0
T39796,2025-02-30,C996,Laptop,990.0,0.0,Credit Card,Failed,1
0,2022-07-13,C701,Smartphone,10.0,348.2801705397566,Credit Card,Pending,0
0,2023-13-01,C796,Laptop,2.0,912.4072004263222,Credit Card,completed,1
T7113,2023-13-01,C4417,Headphones,427.0,274.5134640085552,PayPal ,complete,0
0,2023-13-01,C3631,Laptop,10.0,0.0,creditcard,completed,0
T3738,2023-13-01,0,Smartphone,10.0,562.371640076951,pay pal,completed,0
T29196,2023-13-01,C2524,Tablet,620.0,629.4971878112228,Credit Card,Failed,1
T63148,2025-02-30,C1045,Smartphone,365.0,983.4964554919944,PayPal ,Pending,1
T65091,2020-09-17,C798,Laptop,-4.0,0.0,pay pal,completed,0
T75188,2025-02-30,C2929,Smartphone,5.0,412.7015932182241,creditcard,Failed,1
T86548,2023-13-01,0,Smartphone,898.0,440.2989132909803,pay pal,Pending,1
T54967,2025-02-30,C2807,Smartphone,-7.0,116.33467501185883,Cash,Completed,0
T49766,2024-05-09,C2699,Smartphone,8.0,225.59111820867415,PayPal,Failed,1
0,2023-13-01,C063,Laptop,220.0,0.0,PayPal ,completed,0
T47642,2023-10-08,C4449,Headphones,1.0,774.0346054468283,PayPal,complete,0
T75110,2023-13-01,C4639,Laptop,544.0,0.0,PayPal,completed,0
T42190,2025-02-30,C3281,Tablet,-10.0,0.0,PayPal ,0,0
T93052,2025-02-30,C270,Tablet,495.0,0.0,credit card,Pending,0
T81823,2024-04-12,C015,Headphones,10.0,359.3783333010458,Credit Card,completed,0
T49772,2023-13-01,C373,Tablet,6.0,962.1319083548816,Credit Card,Pending,1
T63346,2023-13-01,C4980,Headph,-4.0,773.9333971405911,Credit Card,Failed,1
T61570,2021-11-07,C4640,Tablet,9.0,0.0,Credit Card,Failed,1
T52227,2025-02-30,C4184,Smartphone,852.0,512.6201264664318,PayPal,Completed,1
T86638,2022-11-16,C1673,Headphones,654.0,531.7108791923328,Credit Card,completed,0
T20229,2023-13-01,C1560,T,-1.0,0.0,pay pal,0,0
T39989,2022-02-18,C1529,Smartphone,0.0,634.28,PayPal ,completed,0
T16241,2023-13-01,C2260,Tablet,2.0,0.0,PayPal ,0,0
0,2023-13-01,C4607,Tablet,0.0,0.0,PayPal,Failed,1
T74208,2023-13-01,0,Tablet,-2.0,87.85953396135778,Cash,Pending,0
T34036,2023-13-01,C181,Laptop,2.0,0.0,Credit Card,0,0
T89520,2023-13-01,C905,Smartphone,420.0,0.0,Credit Card,Failed,1
T91287,2025-02-30,C1712,Headphones,157.0,483.1656546686886,creditcard,complete,0
0,0,C3108,Headphones,7.0,0.0,Cash,Completed,0
T83938,2023-13-01,C3337,Smartphone,-6.0,150.09291636230012,PayPal ,Completed,0
T57284,2023-13-01,C4216,Tablet,0.0,0.0,PayPal,completed,0
T23036,2025-02-30,C2156,Tablet,602.0,834.7800735301848,credit card,Pending,0
T88702,2023-13-01,C1725,Smartphone,-1.0,0.0,creditcard,0,0
T35270,2023-13-01,C3326,Coffee Machine,176.0,0.0,PayPal ,0,0
T98692,2024-12-13,C1785,Tablet,-6.0,829.0320985472996,pay pal,0,0
T38902,2025-02-30,0,Tablet,1.0,753.8998992396045,creditcard,Failed,1
T42505,2023-13-01,C1382,Smartphone,-2.0,0.0,Cash,Pending,0
T64128,0,C4293,Headphones,9.0,473.24223924967487,pay pal,complete,0
T65906,2023-09-30,C827,Coffee Machine,0.0,584.1674827645073,creditcard,Pending,0
T73312,2025-02-30,C2696,Coffee Machine,4.0,640.7430684942949,PayPal ,Failed,1
T92253,2025-02-30,C1042,Coffee Machine,3.0,948.6674275229478,PayPal ,Completed,1
T52129,2025-02-30,C4111,Laptop,5.0,529.8678807591286,Credit Card,0,0
T99489,2023-13-01,C3436,Laptop,-5.0,625.7525393375201,credit card,0,0
T41389,2021-04-14,C3700,Headphones,4.0,787.1205724667683,Credit Card,Completed,0
T55296,2025-02-30,0,Tablet,880.0,197.1609264015391,PayPal,Completed,1
T33916,2025-02-30,C1898,Coffee Machine,2.0,488.01,Credit Card,0,0
T21891,2025-02-30,C4412,Smartphone,306.0,543.2416809656241,Credit Card,complete,0
T93065,2025-02-30,C3627,Headphones,-10.0,971.7,Credit Card,Pending,1
T62585,2025-02-30,C4176,Headphones,10.0,410.4593364259357,pay pal,0,0
T47345,2025-02-30,C3752,Headphones,-9.0,501.2656482905365,pay pal,completed,0
T2688,2025-02-30,C3297,Smartphone,0.0,0.0,Cash,Failed,1
T84126,2022-08-21,C1910,Coffee Machine,358.0,0.0,creditcard,Completed,0
T6934,2023-13-01,C547,Smartphone,0.0,309.86241847263807,PayPal ,Pending,0
T73773,2020-08-21,C4148,Laptop,6.0,634.2273934967054,creditcard,Completed,0
T11462,2023-13-01,C3173,Laptop,6.0,476.66,pay pal,Pending,0
T80488,2025-02-30,C3372,Coffee Machine,165.0,215.45,Credit Card,Completed,0
T62448,2022-01-11,C4555,Laptop,-6.0,0.0,Cash,0,0
T64799,2023-13-01,C3103,Headphones,1.0,126.60715086318316,PayPal,complete,0
T83135,2023-12-31,C1456,Tablet,2.0,0.0,creditcard,0,0
T73277,2020-05-12,C505,Headpho,5.0,829.2007056922241,Credit Card,Pending,0
T65336,2023-13-01,C3986,Coffee Machine,0.0,0.0,Cash,Failed,1
T5105,2023-13-01,C4243,Coffee Machine,-9.0,336.9899287378838,creditcard,Failed,1
T52231,2023-13-01,C778,Smartphone,4.0,0.0,Cash,complete,0
T42305,2023-13-01,C1357,Tablet,5.0,0.0,PayPal,Pending,0
T0187,2024-04-12,C2965,Smartphone,1.0,0.0,Cash,0,0
T73631,2025-02-30,C2461,Smartphone,-5.0,0.0,credit card,completed,0
T27245,2023-13-01,C4085,Coffee Machine,554.0,310.58,Cash,Completed,0
T57788,2023-13-01,C3412,Laptop,621.0,979.8623289399568,PayPal,complete,1
T83399,2023-13-01,0,Headphones,-1.0,874.3761648391501,PayPal,Completed,1
T14318,2023-13-01,C2612,Headphones,2.0,856.3336952865458,credit card,Pending,0
T35090,2025-02-30,C3529,Coffee Machine,266.0,271.127844029422,PayPal ,0,0
T98756,2025-02-30,C451,Smartpho,483.0,0.0,PayPal ,complete,0
T1464,2025-02-30,C724,Headphones,-10.0,0.0,PayPal ,Completed,0
T79851,2025-02-30,C2597,Coffee Machine,-4.0,801.7144937769858,PayPal,Pending,0
T52766,2023-13-01,C3018,Smartphone,-3.0,411.4518993964408,pay pal,Pending,0
T49483,2023-13-01,C2742,Headphones,3.0,0.0,creditcard,Failed,1
T79563,2021-11-13,C3515,Laptop,-9.0,0.0,PayPal,Completed,0
T72364,2024-10-31,C1703,Laptop,113.0,490.85778052880113,Cash,Completed,0
T61128,2025-02-30,C1714,Headphones,-2.0,321.5238859258666,pay pal,completed,0
T49513,2023-11-24,C3626,Coffee Machine,607.0,204.9594521474228,PayPal ,Pending,0
T89611,2025-02-30,C007,Laptop,-9.0,834.2804378538995,credit card,Pending,0
T89409,2023-13-01,C3474,Smartphone,-4.0,0.0,PayPal ,Completed,0
T28818,2025-02-30,C2922,Coffee Machine,9.0,717.4,credit card,completed,0
T4450,2025-02-30,C2116,Smartphone,297.0,0.0,creditcard,complete,0
T61375,2023-13-01,C4456,Coffee Machine,9.0,534.1964377009969,credit card,Completed,0
T0573,2023-13-01,C473,Tablet,-6.0,186.3896415854833,credit card,complete,0
T4912,2024-06-04,C3508,Smartphone,-4.0,276.7775516258562,pay pal,Pending,0
T67813,2025-02-30,C2289,Laptop,403.0,693.5873566008216,Cash,completed,0
T85376,2020-04-23,C2480,Headphones,4.0,785.5412984521112,PayPal,Completed,0
T37447,2025-02-30,C1376,Laptop,-2.0,790.5500266552476,Credit Card,complete,0
T84008,2025-02-30,C2893,Coffee Machine,-6.0,371.20885012542885,creditcard,Pending,0
T34328,2025-02-30,C2241,Laptop,139.0,0.0,Cash,complete,0
T43144,2020-02-21,C4136,Coffee Machine,341.0,838.9946601997276,Credit Card,completed,0
T40773,2023-13-01,C1115,Headph,0.0,0.0,PayPal,completed,0
T87502,2025-01-22,C4113,Laptop,-6.0,799.3179701421775,PayPal ,Failed,1
T59395,2021-03-05,C2462,Headphones,2.0,226.5808860894749,pay pal,Pending,0
T37524,2025-02-30,C2168,Smartphone,9.0,122.93044407063472,credit card,completed,0
T37024,2023-13-01,C489,Laptop,2.0,0.0,Cash,Pending,0
T57223,0,C4296,Tablet,10.0,0.0,PayPal ,Failed,1
T88990,2023-13-01,C1034,Tablet,0.0,513.5073557215251,PayPal ,Failed,1
0,2020-09-06,C2594,Tablet,453.0,0.0,PayPal,Pending,0
T11151,2025-02-30,C571,Laptop,10.0,870.8469509752658,pay pal,completed,1
T55005,2023-13-01,C4290,Coffee Machine,301.0,135.19965513670255,pay pal,Pending,0
T68272,2023-13-01,C3567,Smartphone,431.0,591.5267709988237,Cash,completed,0
T85309,2023-13-01,C4795,Tablet,664.0,0.0,Credit Card,Pending,0
T95775,2024-07-25,C1459,Laptop,2.0,553.9119798129423,Credit Card,Completed,0
T6118,2023-13-01,C3637,Tablet,8.0,0.0,Cash,0,0
T65733,2025-02-30,C3951,Tablet,7.0,473.4622988679795,creditcard,Failed,1
T79403,2023-13-01,C2307,Coffee Machine,852.0,0.0,PayPal ,Failed,1
T60289,2021-01-26,C089,T,-3.0,702.8360838086016,creditcard,Pending,0
T33790,2024-02-12,C2747,Coffee Machine,4.0,849.0359497089183,credit card,0,0
0,2022-11-16,C977,Tablet,232.0,273.70461888590063,credit card,Pending,0
T17191,2023-13-01,C1474,Coffe,-4.0,490.98049672780695,Cash,Failed,1
T51681,2023-13-01,C862,Smartphone,4.0,0.0,pay pal,complete,0
T29227,2023-13-01,C1727,Smartphone,6.0,106.89,pay pal,completed,0
T64572,2023-13-01,C3068,Smartphone,915.0,902.3958568931132,PayPal ,completed,1
T94615,2025-02-30,C1273,Coffee Machine,9.0,606.5291419367654,PayPal,Failed,1
T53576,2025-02-30,C305,Headphones,933.0,0.0,PayPal ,Completed,1
T4190,2025-02-30,C329,Headphones,-8.0,468.8701004433086,Cash,complete,0
T7546,2023-13-01,C1461,Headphones,680.0,835.1201760864376,creditcard,Failed,1
T57517,2023-13-01,C4922,Smartphone,5.0,838.4939775426792,Cash,completed,0
T36294,2025-02-30,C3116,Smartphone,1.0,0.0,PayPal,complete,0
T64349,2025-02-30,C3360,Smartphone,-10.0,453.01500202096713,creditcard,Completed,0
T54213,2023-13-01,C4889,Tablet,908.0,763.8252857106639,pay pal,Completed,1
T43113,2020-06-28,C425,Coffee Machine,0.0,911.2038549642772,pay pal,complete,1
T41579,2025-02-30,C1055,Tablet,4.0,430.96233344317193,creditcard,0,0
T19731,2023-08-19,C707,Smartphone,595.0,0.0,PayPal ,0,0
T43892,2020-01-25,C289,Laptop,0.0,831.9180409842122,credit card,Pending,0
T7135,2023-08-19,C1673,Headphones,1.0,937.9993899730592,pay pal,Failed,1
T81360,2020-04-30,C4198,Headphones,101.0,0.0,Cash,0,0
T21854,2023-02-07,C1660,Smartphone,10.0,726.5661858409312,credit card,Completed,0
T29984,2020-06-07,C876,Laptop,2.0,657.3106374993414,PayPal ,Completed,0
T54540,2025-02-30,C3117,Headphones,7.0,0.0,PayPal,Pending,0
0,2022-09-26,C475,Laptop,4.0,371.6706809352147,Credit Card,Failed,1
T34124,2025-02-30,C3663,Coffee Machine,-3.0,75.99643433198646,PayPal ,Completed,0
T69619,2020-08-30,C609,Laptop,197.0,298.15016540286683,creditcard,Failed,1
T37210,2025-02-30,C317,Smartphone,2.0,0.0,pay pal,Failed,1
T12963,2021-06-10,C2443,Tablet,537.0,0.0,credit card,Completed,0
T89574,2023-13-01,0,Tablet,-3.0,0.0,Credit Card,Completed,0
T78072,2023-01-31,C4234,Headphone,-6.0,0.0,PayPal,completed,0
T84808,2024-09-08,C4706,Smartphone,-6.0,258.96019821429513,Credit Card,0,0
T53819,2023-13-01,C3475,Laptop,210.0,0.0,credit card,complete,0
T0619,2025-02-30,0,Coffee Machine,6.0,640.1777076633322,PayPal,Completed,0
T75371,2025-02-30,C3270,Smartphone,-2.0,929.6039159355748,Credit Card,Pending,1
T55136,2023-11-06,C2470,Headphones,-2.0,260.93570715376046,Cash,Failed,1
T22985,2025-02-30,C4045,Coffee Machine,674.0,991.414473595284,Credit Card,Failed,1
T1138,2023-13-01,C4335,Laptop,-8.0,455.6356965668711,PayPal ,complete,0
T25998,2021-05-08,0,Tablet,-5.0,0.0,PayPal,Pending,0
T14169,2023-13-01,C1984,Headphones,-10.0,916.6515805874984,Cash,0,1
0,2023-13-01,0,Laptop,7.0,949.7851010752236,Cash,Completed,1
T42562,2025-02-30,C4113,Coffee Machine,-3.0,123.21663274113628,creditcard,completed,0
T22610,2025-02-30,C138,Coffee Machine,-1.0,498.2611471851742,PayPal,0,0
T1061,2020-03-29,C3020,Coffee Machine,3.0,254.2013322229559,PayPal ,completed,0
0,0,C4900,Smartphone,960.0,637.4341285527291,PayPal,0,1
T98481,2021-12-21,0,Tablet,4.0,118.85691987220092,PayPal,Completed,0
T73835,2023-04-18,C3089,Coffee Mach,2.0,69.88660681918122,Credit Card,Failed,1
T61934,2025-02-30,C368,Tablet,957.0,0.0,credit card,Failed,1
T35725,2024-12-29,C068,Laptop,0.0,927.0850739897096,PayPal,complete,1
T55057,2023-13-01,C2603,Laptop,-7.0,335.0073217512353,PayPal,complete,0
T20071,0,C3042,Tablet,0.0,0.0,Cash,0,0
T39252,2025-02-30,C2898,Coffee Machine,773.0,207.10294894717063,credit card,Pending,1
T9527,0,C2186,Smartphone,9.0,0.0,pay pal,complete,0
T50464,2023-09-04,C2276,Laptop,564.0,429.2770737323362,PayPal ,complete,0
T28080,2023-13-01,C4072,Smartphone,10.0,0.0,credit card,0,0
T49043,2024-08-27,C3637,Tablet,8.0,408.6530256418776,Credit Card,completed,0
T15611,2022-04-05,C3483,Tablet,376.0,719.9216245730258,pay pal,Pending,0
T14321,2023-13-01,C3092,Smartphone,676.0,989.3174092657276,PayPal ,0,1
T51649,2020-07-13,C2430,Headphones,-8.0,304.48,Cash,Pending,0
T24930,2025-02-30,C161,Tablet,-6.0,817.0244110100429,Credit Card,0,0
T56108,2025-02-30,C235,Smartphone,5.0,856.5065044524115,Credit Card,completed,0
T82444,2023-13-01,C529,Tablet,9.0,224.34603472906912,PayPal,complete,0
T41623,2020-02-08,C975,Smar,372.0,845.0564684437587,Cash,Pending,0
T56499,2021-02-16,C3635,Smartphone,940.0,924.9984827390628,creditcard,Pending,1
T52451,2023-13-01,C994,Laptop,-5.0,72.59305538938781,PayPal,0,0
T88385,2021-06-09,C4776,Tablet,752.0,316.09441553029046,PayPal ,0,1
T78317,2025-02-30,C4297,Smartphone,455.0,718.3,Credit Card,0,0
T64672,0,C2164,Smartphone,3.0,0.0,Credit Card,Failed,1
T74081,2023-13-01,C4034,Laptop,-7.0,0.0,PayPal ,0,0
T99188,2023-11-21,C4799,Laptop,5.0,0.0,creditcard,Pending,0
T11615,2025-02-30,C2574,Headphones,526.0,831.2264236683877,creditcard,Completed,0
T84128,0,C568,Laptop,2.0,0.0,Cash,Completed,0
T15250,2021-11-25,C3277,Smartphone,3.0,149.57179355171422,Cash,completed,0
T95718,2025-02-30,C1385,Laptop,-7.0,288.6117798585152,credit card,Pending,0
T37912,2023-13-01,C823,Laptop,-8.0,519.1695537401383,credit card,0,0
T74689,2025-02-30,C1866,Laptop,9.0,0.0,pay pal,Completed,0
T13368,2025-02-30,C1826,Smartphone,0.0,965.0190210124388,PayPal ,0,1
T57991,2023-13-01,C1067,Laptop,-6.0,0.0,PayPal,Pending,0
T86281,2025-02-30,C4024,Smartphone,9.0,709.2217653092606,Credit Card,Failed,1
T89430,2024-09-01,C4547,Coffee Machine,-8.0,0.0,creditcard,0,0
T47312,2023-08-15,C2841,Smartphone,2.0,178.5969534264442,PayPal ,Completed,0
T98974,2024-09-19,C1058,Laptop,5.0,571.5463695695123,PayPal,Completed,0
0,2023-02-13,C1331,Smartphone,343.0,455.168680100865,Cash,Failed,1
T76094,2020-08-17,C1469,Coffee Machine,591.0,263.04922583307155,Cash,Pending,0
T14255,2023-08-14,C373,Tablet,-9.0,448.3199126786175,PayPal ,Completed,0
T62943,2023-13-01,C3892,Smartphone,-6.0,242.29115858284376,pay pal,Pending,0
T22303,2023-13-01,C214,Hea,-6.0,0.0,PayPal,Completed,0
T99817,2023-13-01,C4717,Smartphone,-9.0,0.0,Cash,completed,0
T82072,2023-08-19,C3886,Tablet,682.0,0.0,Cash,Failed,1
T52092,2025-02-30,C4842,Tablet,-6.0,790.8272503715517,Credit Card,0,0
T94115,2023-13-01,0,Coffee Machine,182.0,596.7260594541191,Cash,Pending,0
T97827,2023-13-01,C344,Coffee Machine,391.0,139.84878160351616,pay pal,Pending,0
T90074,2025-02-30,C2750,Smartphone,184.0,263.2864974203409,PayPal,0,0
T26665,2023-13-01,C2312,Tablet,890.0,784.2661356160997,Credit Card,completed,1
T32411,2022-04-23,C2095,Laptop,-9.0,905.6240042571262,credit card,0,1
T43411,2023-13-01,C1214,Tablet,5.0,0.0,credit card,completed,0
T43432,2023-13-01,C4816,Ta,0.0,805.22,Cash,Pending,0
T81411,2022-08-24,C3430,Coffee M,673.0,272.7361818219827,credit card,Pending,0
0,2025-02-30,C2681,Tablet,-1.0,876.68,credit card,completed,1
T86302,2025-02-30,0,Smartphone,-8.0,0.0,Credit Card,Pending,0
T90716,2020-04-13,C2474,Smartphone,5.0,0.0,pay pal,Completed,0
0,2025-02-30,C4672,Smartphone,892.0,931.3083802888776,pay pal,complete,1
T16500,2020-03-23,C2139,Tablet,2.0,0.0,credit card,complete,0
T16371,2025-02-30,C2810,Laptop,228.0,0.0,PayPal,Completed,0
T39234,2022-12-03,C2941,Coffee Machine,-3.0,90.84136640269348,PayPal ,completed,0
T76776,2020-09-27,C2181,Headphones,1.0,329.25899052285,Credit Card,0,0
T22528,2024-01-25,C3150,Laptop,6.0,973.2245201161052,PayPal,Completed,1
T14683,2025-02-30,C035,Laptop,584.0,242.87552038003585,credit card,Failed,1
T85177,2022-02-25,C4939,Headphones,277.0,390.7211228359997,credit card,0,0
T0877,2023-13-01,C3251,Laptop,113.0,514.791738999397,PayPal ,complete,0
T89328,2023-03-16,C1072,Tablet,220.0,0.0,credit card,Pending,0
T79081,2023-12-30,C1299,Coffee Machine,296.0,381.6333949170962,Credit Card,0,0
T14042,2022-11-27,C1141,Smartphone,4.0,211.38024731550377,creditcard,Completed,0
T44594,2025-02-30,C334,Coffee Ma,-6.0,496.66,Credit Card,0,0
T88228,2023-13-01,C2485,Coffee Machine,4.0,478.8732324951961,PayPal,0,0
T11090,2020-05-18,C3791,Smartphone,274.0,0.0,PayPal ,completed,0
T6542,2021-11-14,C4746,Smartphone,5.0,871.9076410306672,credit card,0,1
T0475,2020-08-27,C3914,Tablet,3.0,73.30939822921115,pay pal,completed,0
T85809,2023-13-01,C161,Laptop,5.0,0.0,creditcard,completed,0
T46801,2023-13-01,C4181,Smartphone,-7.0,154.61340426857055,credit card,Completed,0
T2548,2021-09-06,C901,Laptop,-6.0,930.84,PayPal ,complete,1
T58112,2023-13-01,C4841,Tablet,-2.0,0.0,Cash,complete,0
T91066,2025-02-30,C2221,Headphones,10.0,379.5232333422776,pay pal,0,0
T9982,2023-04-06,C3254,Headphones,2.0,385.47,Cash,completed,0
T27870,2023-13-01,C504,Tablet,4.0,0.0,creditcard,Failed,1
T18216,2025-02-30,C3041,He,8.0,255.46924337020755,Credit Card,complete,0
T97248,2025-02-30,C1271,Tablet,212.0,800.0854757908128,Cash,Pending,0
T19437,2023-13-01,C1828,Smartphone,576.0,0.0,PayPal,completed,0
T19819,2023-13-01,0,Smartphone,566.0,850.6874538276667,creditcard,Failed,1
T44721,2023-13-01,C2872,Laptop,518.0,0.0,credit card,Failed,1
T57113,0,C4200,Headphones,3.0,867.24,Credit Card,Pending,1
T26117,2025-02-30,C2466,Headphones,9.0,0.0,PayPal ,complete,0
T83737,2023-13-01,C626,Laptop,-1.0,0.0,pay pal,complete,0
T14297,2025-02-30,C4494,Smartphone,-5.0,0.0,PayPal,Completed,0
T6152,2022-07-12,C1043,Coffee Machine,425.0,646.6141362801782,credit card,0,0
T60692,2024-07-20,C1189,Coffee Machine,524.0,0.0,pay pal,Pending,0
T11314,2020-08-09,C1028,Laptop,-6.0,0.0,PayPal ,completed,0
T75448,2023-13-01,C943,Laptop,363.0,96.22299558378506,PayPal,complete,0
T31221,2023-13-01,C2975,Laptop,965.0,0.0,PayPal,0,1
T9837,2023-13-01,C1326,Smartphone,1.0,530.5166329560341,credit card,Failed,1
T38443,2024-01-13,C2229,Tablet,-2.0,240.4161798626544,Cash,Pending,0
T94058,2025-02-30,C3615,Headphones,-9.0,812.3321499918914,creditcard,0,0
T57274,2025-02-30,C2412,Headphones,6.0,824.522070077538,pay pal,0,0
T63260,2023-13-01,C1054,Smartphone,3.0,769.6800581869956,pay pal,Pending,0
T78056,2022-05-31,C3344,Coffee Machine,-7.0,0.0,credit card,Completed,0
T41302,2025-02-30,C3230,Smartphone,-8.0,688.0749928306637,PayPal,Completed,0
T92699,2020-03-03,C3023,Smartphone,917.0,988.4386993836828,credit card,0,1
0,2024-10-02,C4074,Coffee ,0.0,0.0,PayPal,complete,0
T56025,2025-02-30,C249,Smartphone,170.0,0.0,Credit Card,Completed,0
T31841,2023-13-01,C2595,Laptop,437.0,242.1182121809661,PayPal,completed,0
T1567,2025-02-30,C695,Smartphone,505.0,359.052244087005,Credit Card,Pending,0
T98953,2022-07-18,C3218,Coffee Machine,449.0,756.5416468714484,pay pal,0,0
T57144,2025-02-30,C2449,Tablet,1.0,589.5028624401159,PayPal,Completed,0
T78225,0,C1120,Headphones,7.0,936.1775607863826,credit card,0,1
T34285,2022-01-10,C1555,Smartphone,7.0,278.5332547713084,PayPal,completed,0
T11115,2023-13-01,C2400,Headphones,4.0,620.4620915033056,PayPal,Completed,0
T95150,2022-09-29,C1513,Laptop,-1.0,286.13703896192567,PayPal ,complete,0
T6193,2023-13-01,C3526,Coffee Machine,-7.0,716.4373422696741,pay pal,Pending,0
T10531,2023-08-30,C460,Smartphone,-3.0,754.8241333438691,Cash,Pending,0
T11001,2023-13-01,C1480,Headphones,435.0,297.76336228243645,credit card,Completed,0
T41235,2025-02-30,C3415,Laptop,498.0,95.45035911292462,PayPal,Failed,1
T70814,0,C2088,Smartphone,10.0,0.0,Cash,completed,0
T5744,2023-13-01,C3648,Headphones,3.0,493.79477743423854,creditcard,Completed,0
T74064,2023-13-01,C1742,Laptop,-2.0,0.0,creditcard,Failed,1
T74440,2023-13-01,C377,Laptop,0.0,263.53668184589134,pay pal,Completed,0
T99761,2023-13-01,C3943,Tablet,2.0,842.25,creditcard,complete,0
T90709,2021-07-15,C4392,Smartphone,-2.0,0.0,PayPal,Pending,0
T60494,0,C3728,Coffee Machine,-10.0,89.7656578775593,creditcard,Completed,0
T70600,2023-13-01,C3758,Headphones,10.0,807.9693444286298,pay pal,Failed,1
T74769,2024-03-19,0,Smartphone,628.0,880.9975455408467,credit card,Completed,1
T79659,2023-13-01,C2421,Smartphone,505.0,0.0,PayPal,complete,0
T12909,2023-13-01,C1483,Smartphone,7.0,591.4003677085896,PayPal ,complete,0
T63014,2022-12-05,C809,Tablet,-7.0,608.0999065081054,credit card,Failed,1
T91561,2023-13-01,C4614,Smartpho,597.0,516.6870755724715,credit card,complete,0
T51644,2025-02-30,C847,Headphones,1.0,0.0,PayPal,0,0
T26165,2023-06-02,C3049,Tablet,197.0,523.0138450774648,creditcard,Failed,1
T24339,2025-02-30,C1185,Headphones,-6.0,0.0,PayPal,Pending,0
T18143,2023-13-01,C1914,Tablet,268.0,0.0,creditcard,completed,0
T18413,2023-02-23,C2849,Tablet,2.0,843.4667846403531,Credit Card,Pending,0
T17338,2023-13-01,C1520,Headphones,8.0,706.6203384746827,Cash,Failed,1
T31693,2020-07-27,C4178,Laptop,7.0,0.0,creditcard,complete,0
T14248,2023-13-01,C4636,Coffee Machine,-3.0,0.0,Credit Card,0,0
T47869,2023-13-01,C3699,Headphones,337.0,104.70992640714428,Cash,Pending,0
T19738,2025-02-30,C4784,Coffee Machine,7.0,854.0337099840904,PayPal,Completed,0
0,2023-13-01,C300,Headphones,-3.0,0.0,Cash,0,0
T90538,2021-04-07,C1676,Coffee Machi,0.0,693.7342503588951,creditcard,complete,0
T8589,2021-10-14,C1273,Headphones,710.0,133.5961353643038,PayPal,Pending,0
T75124,2023-13-01,C3455,Coffee Machine,-10.0,80.42186026518604,PayPal,complete,0
T61662,2022-11-13,C079,Laptop,-8.0,748.943876412861,PayPal ,complete,0
T61220,2025-02-30,C406,Coffee Machine,-7.0,0.0,pay pal,0,0
T19403,0,C2766,Laptop,4.0,867.059084742954,creditcard,complete,1
T32716,2023-13-01,0,Smartphone,-10.0,283.0808239262873,pay pal,Pending,0
T52570,2020-01-13,C3857,S,0.0,0.0,credit card,Completed,0
T26335,2025-02-30,C1215,Ta,772.0,510.55,Credit Card,completed,1
T3734,2021-03-23,C1876,Tablet,876.0,624.9185113325361,creditcard,Completed,1
T22915,2023-13-01,C3498,Lapt,105.0,0.0,credit card,completed,0
T93505,2021-07-31,0,Coffee Machine,432.0,0.0,creditcard,Failed,1
T57336,2021-03-05,C2759,Smartphone,119.0,0.0,creditcard,0,0
T23343,0,C2676,Smartphone,240.0,402.6418330648996,credit card,0,0
T55013,2023-13-01,C3337,Smartphone,189.0,120.34304003825092,pay pal,complete,0
T35430,2024-11-09,C3398,Tablet,124.0,0.0,Cash,completed,0
T20975,2023-13-01,C2265,Coffee Machine,-6.0,0.0,Credit Card,Completed,0
T86740,2023-13-01,C4500,Tablet,358.0,798.7695749191239,pay pal,Completed,0
T69041,2025-02-30,C4855,Coffee Machine,-1.0,357.329422985993,credit card,completed,0
T46378,2023-13-01,C1919,Coffee Machine,10.0,72.60139160438092,PayPal,Pending,0
T86017,2023-13-01,C4751,Smartphone,-1.0,192.1114803856653,Cash,Failed,1
T68003,2020-09-09,C953,Tablet,9.0,0.0,PayPal ,Failed,1
T49471,2023-04-11,C2292,Laptop,912.0,982.9941145785468,credit card,completed,1
T70437,2021-04-03,C1080,Laptop,920.0,748.1157952686158,pay pal,completed,1
T53869,2020-01-09,C4409,Tablet,10.0,355.0047849132103,Cash,complete,0
T16580,0,0,Smartphone,4.0,792.6110432605966,PayPal,completed,0
